,Fiscal Year Period,Fiscal Year,Service,Department,Program,Fund,Category,Expense Category,Account Code,Invoice Description,Vendor,Vendor Number,Zip,Contract Number,PO Number,PO Line,Invoice Number,Invoice Line,Invoice Distribution Line,Amount,Invoice Date,Payment Method,Payment Date,Payment Number,Payment Status
866,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,31.91,12/19/19,EFT,12/23/19,582672,RECONCILED
867,12,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,28760.09,6/21/17,EFT,6/26/17,480951,RECONCILED
868,11,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65030,Other Utilities,GLEN ECHO PARK PARTNERSHIP FOR ARTS AND CULTURE INC,16574,20812,,,,79511A,1.0,1,75000.0,5/2/14,EFT,5/28/14,381000,RECONCILED
869,10,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220000904585MAR17,1.0,1,1073.65,3/28/17,CHECK,4/6/17,2284704,RECONCILED
870,6,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65012,Propane,AMERIGAS INC,15976,15250-7473,,,,3035403342,1.0,1,391.03,12/6/14,MCG_JPM_SUA,12/11/14,6006137,RECONCILED
871,6,2019,Culture and Recreation,Recreation,Administration,Recreation,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110-088-249-609DEC18,1.0,1,1647.07,12/26/18,CHECK,12/26/18,2400670,RECONCILED
872,2,2019,Culture and Recreation,Recreation,Administration,Recreation,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1933.4,8/21/18,EFT,8/28/18,530210,RECONCILED
873,12,2016,Transportation,General Services,Management Services,Motor Pool,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,427.68,6/20/16,EFT,6/22/16,443283,RECONCILED
874,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0304-000208.01AUG15,1.0,1,19.17,8/15/15,CHECK,8/26/15,2163347,RECONCILED
875,4,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741001214OCT15,1.0,1,18.81,10/8/15,CHECK,10/21/15,2173988,RECONCILED
876,11,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,4384715MAY16,1.0,1,975.55,5/17/16,CHECK,6/1/16,2222705,RECONCILED
877,12,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220004022160MAY17,1.0,1,12025.81,6/16/17,CHECK,6/27/17,2302771,RECONCILED
878,12,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,42.62,6/19/20,EFT,6/23/20,603799,RECONCILED
879,5,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2761919105NOV16,1.0,1,743.15,11/14/16,CHECK,11/22/16,2259820,RECONCILED
880,9,2016,Public Safety,Police,Management Services,General Fund,Operating Expenses,Utilities,65014,Electricity,ELECTRIC ADVANTAGE INC,8187,20850,,1059242.0,1.0,23404,1.0,1,5435.94,2/29/16,CHECK,3/17/16,2205863,RECONCILED
881,11,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.80E+17,1.0,1,254.26,5/7/14,EFT,5/9/14,379328,RECONCILED
882,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,47.48,11/26/19,EFT,11/29/19,580112,RECONCILED
883,10,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.03E+17,1.0,1,437.95,4/22/14,EFT,4/24/14,378406,RECONCILED
884,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,148.04,8/21/15,EFT,8/25/15,418786,RECONCILED
885,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,21.84,12/26/19,EFT,12/30/19,583347,RECONCILED
886,3,2020,Environment,Environmental Protection,Disposal,Solid Waste Disposal,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1042.81,9/24/19,EFT,9/27/19,573478,RECONCILED
887,1,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,379.93,7/20/18,EFT,7/25/18,527086,RECONCILED
888,9,2015,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,2534.59,3/10/15,EFT,3/12/15,405184,RECONCILED
889,11,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,2339300000APR20,1.0,1,474.45,4/23/20,EFT,5/4/20,596964,RECONCILED
890,10,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,1704.51,4/27/15,EFT,4/30/15,409364,RECONCILED
891,11,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.02E+17,1.0,1,848.91,5/7/14,EFT,5/9/14,379328,RECONCILED
892,2,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5502016796520029037007AUG16A,1.0,1,722.91,8/26/16,EFT,9/1/16,449432,RECONCILED
893,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,202.83,11/18/19,EFT,11/22/19,579013,RECONCILED
894,9,2018,Transportation,Transportation,Transit Services,Mass Transit,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,90.21,3/2/18,EFT,3/13/18,510791,RECONCILED
895,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,50018336730NOV19,1.0,1,22.42,11/13/19,EFT,12/3/19,580207,RECONCILED
896,10,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,192.87,4/2/15,EFT,4/6/15,407285,RECONCILED
897,5,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON   SUBURBAN SANITARY,3086,20707,,,,0381152OCT16,1.0,1,2896.31,10/25/16,CHECK,11/3/16,2255870,RECONCILED
898,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,12.6,10/29/19,EFT,10/31/19,576913,RECONCILED
899,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,2059.98,10/15/19,EFT,10/18/19,575156,RECONCILED
900,12,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,159.34,6/2/17,EFT,6/15/17,479260,RECONCILED
901,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,2914729JUL15,1.0,1,975.88,6/17/15,CHECK,7/31/15,2157369,RECONCILED
902,7,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2772480808DEC13,1.0,1,218.99,12/18/13,CHECK,1/8/14,2012363,RECONCILED
903,3,2019,Environment,Environmental Protection,Disposal,Solid Waste Disposal,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,438.57,8/24/18,EFT,9/10/18,530862,RECONCILED
904,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2601336502JUL15,1.0,1,825.28,7/15/15,CHECK,7/24/15,2156736,RECONCILED
905,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741001610FEB16,1.0,1,20.07,2/10/16,CHECK,2/22/16,2198586,RECONCILED
906,10,2017,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1726.03,4/10/17,EFT,4/13/17,471563,RECONCILED
907,1,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110-084-684-106JUN18,1.0,1,3995.27,7/2/18,CHECK,7/3/18,2371567,RECONCILED
908,1,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,2363356JUN16,1.0,1,154.72,6/21/16,CHECK,7/8/16,2231092,RECONCILED
909,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,471.15,7/31/15,EFT,8/4/15,417212,RECONCILED
910,11,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2684161314APR15A,1.0,1,82.85,4/27/15,CHECK,5/13/15,2138250,RECONCILED
911,9,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110084941043FEB2015,1.0,1,1568.29,3/2/15,CHECK,3/6/15,2122875,RECONCILED
912,12,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.77E+17,1.0,1,122.45,6/19/14,EFT,6/23/14,383194,RECONCILED
913,3,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,4394.91,9/23/15,EFT,9/25/15,421120,RECONCILED
914,7,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110084727707JAN15,1.0,1,46675.83,1/15/15,CHECK,1/22/15,2114206,RECONCILED
915,3,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5501583617820071035606AUG16A,1.0,1,104.96,9/1/16,EFT,9/6/16,449576,RECONCILED
916,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,3636016JAN16-JAN17,1.0,1,385.0,1/16/16,CHECK,2/22/16,2198587,RECONCILED
917,10,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,35.01,4/8/20,EFT,4/10/20,594510,RECONCILED
918,4,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220000904585SEP19,1.0,1,44.86,9/25/19,CHECK,10/3/19,2445300,RECONCILED
919,2,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.03E+17,1.0,1,1221.45,8/20/14,EFT,8/22/14,388539,RECONCILED
920,7,2014,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,2.02E+17,1.0,1,2033.18,1/10/14,EFT,1/14/14,370501,RECONCILED
921,4,2020,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,19101,,,,50020187378SEP19,1.0,1,500.54,9/18/19,CHECK,10/2/19,2445155,RECONCILED
922,3,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,4296943SEP14,1.0,1,43.78,9/18/14,CHECK,9/29/14,2088335,RECONCILED
923,2,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,64.61,7/30/15,EFT,8/3/15,417139,RECONCILED
924,11,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,151.68,5/18/17,EFT,5/23/17,476393,RECONCILED
925,8,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5502125661920150202A,1.0,1,463.17,2/25/15,EFT,2/27/15,404475,RECONCILED
926,4,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2813226038SEP16,1.0,1,53.93,9/30/16,CHECK,10/12/16,2251048,RECONCILED
927,3,2021,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65018,Electricity-Traffic Signals,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,17.4,9/16/20,EFT,9/18/20,612625,RECONCILED
928,10,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741000414APR15,1.0,1,759.53,4/10/15,CHECK,4/21/15,2135053,RECONCILED
929,4,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2760024816OCT13,1.0,1,36.26,10/21/13,CHECK,11/1/13,1998310,RECONCILED
930,8,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,163.52,2/2/15,EFT,2/4/15,402512,RECONCILED
931,5,2020,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,903.8,11/18/19,EFT,11/22/19,579013,RECONCILED
932,9,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,2656.82,3/7/17,EFT,3/10/17,467809,RECONCILED
933,1,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741001511JUL16,1.0,1,20.07,7/11/16,CHECK,7/26/16,2235530,RECONCILED
934,11,2017,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,220003870338MAY17,1.0,1,146.26,5/10/17,CHECK,5/18/17,2292615,RECONCILED
935,6,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2.01E+11,1.0,1,2419.02,12/4/19,EFT,12/9/19,580761,RECONCILED
936,6,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110088447237NOV13,1.0,1,928.83,11/20/13,CHECK,12/2/13,2004876,RECONCILED
937,4,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,POTOMAC EDISON COMPANY,52279,44309-3615,,,,90694489880,1.0,1,13733.46,10/19/16,CHECK,10/26/16,2254707,RECONCILED
938,6,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2756028516DEC14,1.0,1,1597.94,12/9/14,CHECK,12/19/14,2106011,RECONCILED
939,11,2016,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,POTOMAC EDISON COMPANY,52279,44309-3615,,,,110082825487MAY16,1.0,1,290.76,5/23/16,CHECK,6/1/16,2222750,RECONCILED
940,5,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+21,1.0,1,1180.34,11/8/16,EFT,11/14/16,455433,RECONCILED
941,5,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON SUBURBAN SANITARY COMMISSION,4872,20707,,,,0290411OCT15,1.0,1,3957.49,10/22/15,CHECK,11/6/15,2176627,RECONCILED
942,9,2014,Public Safety,Fire and Rescue Service,Operations,Fire,Operating Expenses,Utilities,65030,Other Utilities,PEPCO,34863,20068-0001,,,,2.82E+17,1.0,1,957.93,3/6/14,EFT,3/10/14,374492,RECONCILED
943,11,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741974113MAY16,1.0,1,75.24,5/10/16,CHECK,5/24/16,2221206,RECONCILED
944,5,2020,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,50014135003NOV19,1.0,1,863.02,11/20/19,EFT,11/26/19,579815,RECONCILED
945,11,2014,General Government,Non-Departmental Accounts,Leases,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2741000414MAY14,1.0,1,36.26,5/9/14,CHECK,5/22/14,2048693,RECONCILED
946,4,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,WASHINGTON   SUBURBAN SANITARY,3086,20707,,,,4118212AUG16,1.0,1,432.6,8/31/16,CHECK,10/6/16,2250010,RECONCILED
947,6,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,2036203509NOV13,1.0,1,5427.12,11/19/13,EFT,12/2/13,367587,RECONCILED
948,4,2017,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0901-000296.01OCT16,1.0,1,5957.68,10/15/16,CHECK,10/21/16,2252622,RECONCILED
949,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,1292.61,7/28/15,EFT,7/30/15,417006,RECONCILED
950,2,2019,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65020,Water & Sewer,CITY OF ROCKVILLE,35640,20850-2364,,,,0901-000066.01JUL18A,1.0,1,2024.66,8/15/18,CHECK,8/28/18,2380241,RECONCILED
951,8,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2711068029FEB16,1.0,1,1119.59,2/10/16,CHECK,2/22/16,2198586,RECONCILED
952,11,2015,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65014,Electricity,PEPCO,34863,20068-0001,,,,5.50E+18,1.0,1,2747.28,5/11/15,EFT,5/14/15,410218,RECONCILED
953,1,2016,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS,4874,19101-5047,,,,2908040005JUN15,1.0,1,50.39,6/29/15,CHECK,7/13/15,2152764,RECONCILED
954,8,2014,General Government,Non-Departmental Accounts,Utilities,General Fund,Operating Expenses,Utilities,65022,Natural Gas,WASHINGTON GAS MD DIVISION,7526,19101-5047,,,,2465317804JAN14,1.0,1,442.73,2/3/14,CHECK,2/18/14,2020945,RECONCILED
